0_TECH_NO_ED,10_07_10_43_43.csv,80,80,80,364116,363962,363963,363999,364069,364169,364039,364081,364143,364235,364133,364019,364076,364077,364095,363910,364022,364214,364281,364136,363814,363864,363859,364051,364077,363998,364279,364003,364089,364119,363905,364113,364024,364026,364161,364090,364262,364430,364065,364125,364057,364048,364158,364215,364048,364345,364122,364031,363985,363992,363908,364144,364081,364133,364118,363963,364095,364005,364045,364145,364051,364367,364160,364142,364308,364153,364038,364138,364012,364083,364188,364079,364176,364007,363971,364116,364080,364207,364184,364115,364109,364004,364157,364070,364024,364324,364192,364210,364211,364159,364083,364117,363941,364179,364091,364347,364058,364176,364181,364288,364183,364032,364142,364011,364027,364128,364227,364024,364093,364255,364145,364093,364088,364127,364117,364104,364131,364327,364085,363941,364214,364124,364184,364113,364062,364027,363804,364058,364255,364238,363990,364076,364281,364067,363856,364124,364104,363977,364070,364171,364123,364050,364069,364209,364102,364220,364236,364050,364171,364278,
10_TECH_FLETCHER_EXTERNAL,10_07_11_00_38.csv,80,80,80,367057,366994,367302,367109,367134,367225,367400,367223,367350,367110,367611,367464,367352,367050,367276,367157,367262,367337,367264,367239,366986,367123,367458,367177,367184,367273,367081,367119,367107,367104,367191,366900,367146,367377,367143,367117,367276,367344,367281,367139,367229,367024,367151,367032,367240,367285,367232,367225,367212,367178,367025,366953,367464,367018,367153,367275,367362,367222,367362,367403,367326,367266,367371,367024,367178,367215,367293,367239,367435,367267,367581,367365,367060,367084,367251,367251,367005,367423,367262,367422,367347,367104,367171,367241,367242,367107,366940,367253,367122,367120,367406,367672,367054,367188,366996,367058,367170,367190,367330,367225,367399,367148,367437,367179,367696,367147,367455,367315,367185,367149,367312,366998,367476,367121,367176,367541,367156,367147,367010,367123,367127,367255,367502,367045,367493,367327,367301,367262,367150,367220,367378,367160,366991,367238,367148,367198,367199,367524,366994,367212,367383,367224,367403,367063,367111,367045,367149,367127,367085,367190,
11_TECH_FLETCHER_INTERMEDIATE,10_07_11_02_17.csv,80,80,80,375602,375791,375536,375928,375822,376008,375893,375469,376105,375652,376048,375462,375680,375981,375346,375661,375684,375752,375563,375868,375953,375740,375963,375783,375743,375727,375926,376079,375718,375863,375622,375641,375978,375530,375653,376052,375695,375691,375771,375723,376100,375737,375831,375476,375920,375507,375754,375792,376207,375695,375730,375436,375707,375936,375693,375945,376227,375734,376124,375461,375770,375917,375559,376085,375869,375666,375531,375684,375846,375653,375979,375452,375566,375717,376160,375655,375721,375635,375762,375249,375599,375662,376212,375923,375437,375782,375335,375970,375756,375747,375868,375788,375605,375795,375680,375974,376118,375849,375779,375775,375941,375515,375906,375521,375809,375813,375763,375674,375727,375613,375835,375817,375983,375927,375689,375980,375718,375555,376070,375693,375593,375420,375808,375647,375616,375553,375802,375773,375910,375758,375646,375667,375713,375434,375619,375528,375457,375851,375895,375703,376097,375614,375502,375587,375814,376047,375864,375656,375738,375811,
12_TECH_FLETCHER_INTERNAL,10_07_11_04_11.csv,80,80,80,448191,448072,448176,448070,447871,448407,448161,448191,448320,448342,448213,448023,448067,448366,448313,448213,448090,448378,447873,447917,448279,448305,448246,448163,447932,448144,448137,448247,448440,448157,448242,448282,448008,447962,447902,448089,448102,448296,448268,448141,448353,448452,448133,448401,448329,448235,448202,448342,448372,448492,448420,448218,448296,448336,448307,448097,448327,448361,448154,448234,448137,448438,448203,448244,448371,448156,448279,448106,448225,448341,448104,448273,448267,448361,448019,448216,448274,448298,447998,448199,448309,448488,448206,447985,448255,448200,448211,448350,448369,448284,448437,448217,448179,448299,448245,448199,448093,448099,447991,447974,448036,448050,448249,448096,448325,447898,448257,448441,448170,448247,448244,448181,448275,448135,448300,447958,448200,448275,448174,447899,448010,448302,448024,448546,448416,448379,448309,448055,447920,447930,448176,447865,448461,448060,448237,448393,448314,448080,448386,448195,448279,448232,447962,447868,448424,448319,448219,448183,448045,448301,
13_TECH_CRC_EXTERNAL,10_07_11_05_49.csv,80,80,80,368219,368218,368106,368148,368427,367880,368274,368185,367932,368408,368033,368321,368407,368423,368351,367925,368135,368104,368596,368454,368263,368515,368390,368270,368277,368331,368044,368131,368268,368158,368440,368501,368000,368168,368234,368315,368291,368059,368176,368065,368220,368061,368249,367971,368397,368238,368351,367984,368299,367930,368448,368289,368226,368106,368084,368055,367934,367840,368058,368025,368289,368454,367963,368196,368314,367805,368283,368263,368031,367955,368622,368414,368640,368192,368335,368042,368256,367936,368546,368278,368169,368149,368045,368328,368182,368024,368266,368089,368160,368155,368193,367955,368106,368249,368015,368106,368067,367888,368111,368093,368245,368148,368346,368124,368301,367979,368291,367986,368024,367887,368170,368007,368297,368041,368286,368108,368211,368111,368216,368390,367990,368050,368107,368206,368029,368073,368301,368377,368125,368181,368053,367994,368091,368417,368281,368522,368493,368176,368005,367840,367993,368265,368163,368048,368281,368261,368181,368272,368370,368391,
14_TECH_CRC_INTERMEDIATE,10_07_11_07_32.csv,80,80,80,374881,374696,375027,374704,374423,374601,375012,374596,374989,374492,374360,374811,374526,375335,374865,374890,374596,374967,374881,374724,374816,374810,374561,374311,374468,374840,374434,374744,375178,374914,374777,374806,374757,375038,374894,374911,374330,374971,374820,374542,374439,374740,374708,374565,375075,374779,374893,374780,374706,374753,374609,374659,374313,374735,374438,374654,374777,374799,374759,374647,374641,374711,374571,374654,374728,374912,374905,375039,374537,374820,374605,374627,374545,374754,374621,374586,375072,374892,374822,374752,374378,374409,374744,374580,374505,374351,374723,374622,374496,374504,374515,374495,374767,374445,374710,374539,374994,374822,374889,375081,374639,374703,374491,374774,375024,374422,374634,374828,374680,374646,374873,374944,374568,374686,374874,374458,374570,374798,375123,375124,374884,374694,374863,374855,374707,374683,374548,374878,374801,374771,374622,374692,374576,374620,374743,374860,374924,374500,375034,374873,374656,374708,374713,375044,374609,374827,374565,374722,374654,374705,
15_TECH_CRC_INTERNAL,10_07_11_09_23.csv,80,80,80,436453,436489,436334,436276,436369,436298,436403,436429,436270,436486,436333,436371,436594,436255,436410,436365,436479,436348,436404,436428,436368,436242,436309,436363,436302,436369,436433,436269,436573,436378,436490,436391,436438,436420,436293,436235,436343,436471,436437,436381,436434,436227,436276,436413,436296,436280,436339,436347,436330,436357,436321,436379,436435,436371,436362,436148,436356,436398,436345,436489,436319,436310,436418,436295,436309,436486,436263,436297,436400,436257,436437,436394,436288,436391,436356,436354,436561,436391,436342,436366,436306,436371,436296,436506,436299,436437,436293,436298,436409,436383,436233,436406,436495,436326,436345,436260,436431,436282,436351,436466,436330,436327,436283,436379,436238,436383,436389,436410,436457,436303,436338,436562,436305,436350,436391,436292,436344,436399,436282,436344,436433,436352,436375,436294,436359,436343,436364,436342,436486,436297,436328,436418,436320,436385,436390,436374,436429,436477,436310,436473,436359,436445,436342,436344,436440,436383,436379,436254,436379,436259,
16_TECH_XOR_FLET,10_07_11_11_10.csv,80,80,80,407715,407694,407673,407673,407765,407695,407727,407716,407651,407673,407610,407686,407697,407606,407642,407671,407763,407672,407803,407726,407690,407751,407559,407691,407721,407755,407590,407700,407616,407688,407657,407768,407751,407752,407690,407609,407656,407660,407646,407615,407601,407703,407595,407660,407589,407837,407716,407663,407665,407780,407673,407603,407624,407631,407672,407715,407653,407643,407715,407670,407606,407649,407663,407774,407699,407698,407682,407645,407743,407674,407614,407743,407759,407688,407712,407654,407674,407635,407744,407644,407742,407637,407609,407679,407615,407584,407613,407868,407718,407750,407688,407672,407641,407648,407761,407693,407753,407698,407644,407767,407720,407860,407746,407589,407656,407645,407612,407715,407663,407737,407700,407619,407716,407604,407655,407696,407602,407757,407678,407705,407736,407656,407632,407643,407658,407590,407945,407673,407638,407704,407834,407671,407626,407664,407609,407689,407688,407655,407687,407606,407861,407676,407662,407603,407608,407673,407621,407764,407699,407686,
17_TECH_XOR_CRC,10_07_11_12_55.csv,80,80,80,407162,407312,407135,407214,407143,407115,407220,407171,407165,407114,407183,407309,407309,407132,407139,407067,407079,407222,407213,407170,407339,407209,407120,407293,407103,407177,407100,407012,407082,407185,407152,407192,407130,407334,407321,407329,407166,407452,407304,407134,407135,407148,407292,407152,407360,407245,407177,407211,407196,407172,407085,407071,407222,407271,407180,407140,407296,407292,407191,407106,407172,407182,407309,407383,407388,407148,407229,407125,407282,407196,407139,407156,407091,407226,407309,407254,407052,407101,407298,407250,407036,407134,407210,407116,407163,407286,407152,407243,407242,407139,407291,407208,407107,407219,407104,407218,407189,407225,407216,407137,407164,407283,407125,407121,407235,407217,407123,407222,407227,407195,407427,407211,407094,407339,407205,407164,407173,407248,407103,407144,407102,407258,407123,407192,407218,407174,407320,407243,407280,407272,407310,407163,407109,407092,407128,407335,407145,407114,407260,407230,407249,407263,407112,407138,407175,407246,407144,407134,407193,407142,
18_TECH_ONES_FLET,10_07_11_14_41.csv,80,80,80,409188,409302,409293,409181,409358,409563,409062,409404,409515,409090,409265,409228,409145,409338,409404,409592,409545,409179,409207,409272,409389,409408,409189,409248,409377,409484,409202,409087,409591,409380,409398,409124,409229,409178,409364,409357,409241,409319,409009,408992,409298,409128,409117,409559,409662,409521,409404,409251,409114,409588,409229,409473,409681,409193,409314,409386,409524,409374,409057,409172,409387,409408,409317,409234,409226,409226,409101,409147,409151,409107,409368,409352,409180,409252,409469,409358,408967,409289,409327,409788,409243,409349,408952,409431,409073,409280,409230,409287,409321,409590,409290,409342,409204,409330,409306,409353,409162,409514,409231,409347,409258,409537,409056,409248,409326,409288,409145,409271,409188,409110,409226,409504,409395,409562,409190,409388,409162,409242,409478,409079,409516,409242,409240,409176,409524,409017,409227,409029,409456,409114,409253,409207,409258,409509,409379,409296,409654,409479,409334,409445,409023,409067,409403,409487,409578,409413,409333,409142,408975,409484,
19_TECH_ONES_CRC,10_07_11_16_27.csv,80,80,80,407867,407872,407867,407695,407906,407696,407725,407928,407835,407879,407522,407730,407609,407736,407907,407965,407853,407928,407785,407484,407641,407722,407794,407456,407832,407837,407845,407577,407951,407801,407888,407610,407648,407921,407711,408204,407703,407732,407663,407688,407586,407513,407895,407716,407609,408053,407775,407712,408008,407705,407704,407776,407739,407972,407762,407764,407902,407722,407972,407820,407893,407850,407952,407748,408074,407801,407654,407772,408009,407898,407709,407549,407705,408039,407911,407710,408044,407806,407746,407856,407775,407836,407818,408004,407844,407658,408063,407663,407747,408004,407962,407894,407882,407877,407742,407736,407826,408059,408060,407943,407689,407869,408206,408059,408019,407903,407885,407604,407913,407781,407723,407846,407651,407801,407809,407869,407530,407655,407962,407626,407872,407897,407829,408008,407826,407952,407662,407801,408175,407607,407815,407941,407555,407957,407992,407741,407752,407669,407773,407752,408018,407825,407878,407794,407644,407779,407681,407986,407662,407701,
1_TECH_XOR_EXTERNAL,10_07_10_45_23.csv,80,80,80,366799,366629,366602,366631,366923,366527,366795,366596,366642,367126,366956,366578,366575,366311,366621,366727,366919,366763,366845,366623,366737,366665,366582,366758,367186,366846,366821,366906,367063,366333,366871,366929,366922,366718,366417,366899,366935,367075,367075,366543,366656,366975,366834,366770,366658,366529,366524,366984,367101,366964,366800,367232,366710,366818,366936,366812,366657,366439,366727,367019,366946,366352,366817,366731,366931,366600,367015,366874,366657,366613,366510,366825,366752,366651,366504,366871,366789,366874,367006,366542,366706,366676,366722,366814,367036,366970,366925,366434,366969,366655,366760,366716,366416,366763,366762,366919,366697,367080,366568,366816,366795,366894,366506,366829,366813,366975,366969,366836,366636,366614,366745,366779,366925,366781,366737,366812,367007,366625,366780,366769,366549,366871,366578,366795,366235,366936,366596,366973,366492,366423,366092,367147,366705,366532,366451,366764,366643,366583,366941,366573,366718,366507,366563,366694,367025,366604,366733,366682,366869,366980,
20_TECH_TWOS_FLET,10_07_11_18_15.csv,80,80,80,411314,411435,411567,411438,411496,411390,411679,411577,411453,411669,411397,411633,411485,411437,411629,411467,411614,411617,411536,411500,411385,411488,411622,411475,411713,411861,411721,411427,411524,411631,411543,411554,411468,411739,411636,411434,411426,411503,411622,411719,411418,411747,411710,411559,411490,411423,411592,411449,411510,411515,411631,411501,411451,411404,411480,411472,411415,411423,411384,411550,411463,411405,411382,411462,411510,411482,411506,411439,411417,411391,411513,411698,411322,411486,411412,411509,411519,411388,411412,411417,411559,411423,411589,411400,411579,411296,411487,411700,411406,411562,411461,411346,411396,411441,411626,411360,411514,411471,411699,411487,411566,411502,411479,411500,411511,411384,411660,411405,411512,411578,411474,411542,411518,411801,411620,411419,411510,411376,411603,411432,411466,411422,411555,411611,411448,411453,411823,411642,411330,411535,411691,411631,411630,411369,411462,411582,411428,411470,411501,411543,411339,411462,411443,411512,411375,411584,411509,411464,411541,411791,
21_TECH_TWOS_CRC,10_07_11_20_01.csv,80,80,80,409156,409298,409286,409107,409103,408869,409162,409028,409248,409288,409188,409240,408991,409276,409106,409033,409321,409086,408935,409455,409186,409012,409009,409201,409019,408838,409040,409084,409120,409462,409351,409147,409241,409221,409265,409282,409425,409276,409348,408959,409044,409040,409102,409449,409499,409092,409368,409166,409383,409203,409004,408845,409150,409017,409215,409080,409191,408988,408940,409165,408965,409205,408788,409227,408999,409358,409406,409027,409042,409131,409229,409293,409249,409273,409164,409205,409302,409305,409128,408915,409174,409216,408885,409215,409203,408934,409167,408822,408989,409192,409088,409244,408993,408973,409166,409460,409236,409610,409069,409166,409160,409260,409274,409048,409389,409227,409417,409164,409022,409281,408799,408936,409252,409257,409227,409428,409309,409209,409108,408960,409113,409447,409238,409452,408966,409006,409175,409134,409222,409330,409192,409100,409144,408981,409221,409142,409171,409082,409341,409232,409033,408821,409329,409356,409035,409178,408678,408989,409461,409157,
22_TECH_FLET_CRC,10_07_11_21_59.csv,80,80,80,464600,464814,464884,464603,464721,464828,464692,465103,464810,464766,464544,464909,464653,464945,464669,464948,464900,464644,464768,464670,464750,465157,464897,464850,464782,464943,464775,464489,464880,464958,464705,464795,464745,464735,464778,464518,464991,464738,464976,464989,465040,465052,464628,464594,464849,464908,464591,464744,464858,464994,464684,464737,464757,464969,464746,464743,464726,464999,464585,464674,465104,464739,464631,464605,464886,464976,464819,464926,464925,464923,464692,464884,464792,464672,464784,464831,464777,464956,464686,464977,464812,464626,464851,464905,464962,464821,464534,464896,464921,464790,464625,464591,464782,464830,464696,464827,464833,464814,464730,464695,464737,464644,464899,464845,464570,464924,464947,464845,465099,464692,464703,464736,465064,464654,464886,464762,464923,464885,464915,464905,465013,464471,464802,464768,464731,464734,464731,464768,464818,464552,464785,464884,464547,464823,464903,464871,464424,464979,464742,464908,464965,464592,464935,465044,464856,464840,464617,464846,464748,465045,
2_TECH_XOR_INTERMEDIATE,10_07_10_47_06.csv,80,80,80,370409,370009,370422,370217,370202,370176,369963,370438,370473,370359,370411,370426,370307,370131,370238,370372,370051,370415,370482,370180,370571,370087,370274,370568,369832,370450,370245,369991,370189,370165,370107,370445,370400,370119,370323,370256,370113,370077,370408,369992,369791,370007,370453,370215,370474,370817,370372,369774,370441,370511,370144,370190,370112,370160,370047,369974,370096,370246,370111,370360,370025,370410,369924,370121,370135,370162,370276,370565,370187,370112,370409,370357,369972,370506,370324,370128,370341,370265,370269,370466,370067,370105,370228,370154,370362,370406,370418,370070,370335,369813,370186,370007,370102,370309,370608,369978,370182,370574,370208,370479,370111,370308,370239,370218,370393,370276,369977,370413,370342,370250,370338,370119,370146,370261,370248,370120,370231,370306,370195,370774,370072,370409,370189,370242,370346,370362,370467,370088,370310,370438,370023,370162,370491,370193,370191,370168,370441,370306,370147,370307,370745,370295,370186,370161,370256,370107,370112,370225,370394,370430,
3_TECH_XOR_INTERNAL,10_07_10_48_51.csv,80,80,80,400992,400633,400808,400661,400717,400480,400637,400865,400872,400810,400795,400720,400725,400372,400746,400655,400717,400982,400798,400870,400799,400702,401097,400846,400816,400787,400496,400755,400847,400890,400680,400980,400696,400766,400682,400661,400688,400677,400911,400843,400689,400519,400701,400890,400785,400622,400644,400761,400692,400723,400778,400668,400726,400644,400807,400696,400688,400583,400539,400840,400594,400726,400646,400841,400799,400718,400692,400611,400781,400674,400644,400656,400671,400697,400882,400736,400926,400860,400671,400883,400637,400473,400629,400731,400614,400712,400604,400611,400898,400530,400651,400868,400804,400780,400840,400697,400630,400751,400573,401036,400687,400875,400874,400728,400797,400691,400926,400580,400489,400546,400914,401026,400959,400589,400794,400835,400682,400576,400643,400869,400658,400826,401021,400704,400828,400821,400649,400869,400538,400586,400872,400700,400759,400767,400602,400715,400883,400759,400643,400843,400770,400579,400918,400737,400681,400669,401106,400790,400635,400645,
4_TECH_ONES_EXTERNAL,10_07_10_50_30.csv,80,80,80,366257,366288,366769,366496,366113,366247,366475,366616,366138,366494,366247,366267,366184,366517,366505,366132,366737,366303,366251,366372,366180,366618,365982,365909,366280,366331,366258,366328,366445,366391,366377,366173,366009,366513,366090,366705,366753,366415,366402,366216,366205,366095,366213,366620,366016,366602,366335,366160,366714,366428,366840,366556,366352,366664,366405,366287,365989,366227,366590,366210,366219,366138,366250,366315,366738,366582,366503,366389,366347,366136,366402,366320,366657,366334,366251,366316,366525,366779,366597,366540,366038,366465,366450,366609,366225,366752,366583,366230,366104,366521,366566,366284,366382,366492,366615,365965,366585,366609,366297,366228,366349,366189,366674,366402,366343,365927,365961,366693,366611,366508,366389,366504,366211,366626,366351,366266,366399,366426,366386,366298,366123,366167,366429,366332,365957,366408,366327,366165,366290,366762,366599,366442,366384,366578,366311,366495,365976,366531,365997,366591,366568,366233,366645,366372,366514,366279,366472,366490,366302,366095,
5_TECH_ONES_INTERMEDIATE,10_07_10_52_09.csv,80,80,80,370687,370229,370455,370389,370882,370571,370177,370588,370563,370608,370211,370750,370358,370436,370483,370405,370487,370609,370750,370463,370353,370374,370291,370205,370620,370522,370316,370509,370203,370133,370447,370608,370472,370365,370580,370092,370465,370824,370543,370750,370415,370458,370446,370719,370495,370338,370363,370406,370752,370659,370539,370609,370508,370757,370190,370336,370670,370513,370210,370625,370542,370345,370289,370531,370585,370811,370468,370602,370141,370363,370960,370551,370525,370371,370189,370605,370569,370408,370323,370781,370626,370567,370368,370546,370429,370559,370461,370617,370502,370255,370332,370317,370438,370322,370274,370251,370666,370861,370512,370198,370346,370564,370209,370284,370294,370354,370461,370462,370489,370234,370550,370342,370635,370565,370555,370522,370621,370595,370210,370342,370661,370596,370268,370465,370399,370711,370380,370308,370446,370304,370619,370508,370379,370550,370601,370459,370480,370250,370154,370346,370601,370669,370722,370335,370332,370275,370350,370335,370289,370566,
6_TECH_ONES_INTERNAL,10_07_10_53_54.csv,80,80,80,400824,400874,400725,400615,400914,400674,400639,400829,400750,400613,400889,400711,400892,400814,400844,400695,400730,400893,400682,400800,400724,400852,400610,400660,400760,400522,400820,400939,400870,400828,400709,400761,400744,400819,400802,400531,400748,400632,400730,400753,400855,400919,400801,400737,400914,400814,400795,400628,400711,400561,400792,400607,400733,400783,400726,400906,400740,400767,400861,400561,400797,400696,400623,400867,400844,400738,400832,400827,400735,400630,400808,400611,401012,400775,400696,400834,400774,400735,400682,400869,400766,400900,400728,400730,400803,400680,400647,400871,400968,400721,400793,400745,400734,400646,400670,400612,400741,400854,401055,400777,400699,400716,400744,400581,400775,400718,400797,400686,400883,400716,400839,400498,400804,400691,400683,400664,400814,400764,400759,400775,400688,400523,400726,400855,401127,400799,400899,400828,400997,400957,400742,400687,400893,400542,400726,400731,400546,400858,400619,400607,400809,400609,400886,400841,400754,400722,400811,400609,400759,400761,
7_TECH_TWOS_EXTERNAL,10_07_10_55_33.csv,80,80,80,367620,367354,367378,367370,367477,367570,367488,367342,367429,367486,367530,367823,367740,367457,367442,367799,367703,367699,367650,367644,367715,367614,367505,367618,367358,367492,367469,367467,367417,367316,367562,367348,367479,367560,367653,367469,367484,367636,367559,367535,367625,367527,367531,367416,367540,367702,367617,367763,367484,367685,367556,367579,367616,367494,367696,367404,367653,367526,367558,367436,367616,367402,367639,367529,367526,367543,367670,367340,367526,367641,367668,367867,367575,367305,367459,367712,367748,367693,367622,367551,367706,367535,367614,367483,367732,367667,367426,367552,367623,367467,367526,367327,367380,367540,367429,367695,367317,367635,367387,367485,367346,367444,367336,367520,367663,367449,367473,367231,367462,367556,367267,367564,367661,367703,367489,367429,367398,367706,367590,367665,367655,367579,367371,367508,367443,367655,367637,367258,367844,367872,367804,367535,367401,367554,367793,367437,367868,367604,367409,367671,367355,367613,367481,367388,367531,367339,367611,367423,367479,367452,
8_TECH_TWOS_INTERMEDIATE,10_07_10_57_12.csv,80,80,80,370734,371460,371209,371461,371059,370833,371018,370952,371169,370355,370942,371144,370828,371371,370886,370970,370921,370528,371022,371178,370679,371029,371086,370903,370759,371160,371191,371008,371486,371270,371091,370896,371031,370922,371180,371019,371377,371434,371100,371201,370952,371071,371010,371015,371234,370825,370663,371160,371068,371579,371132,370813,371023,371088,370927,371228,370994,371164,370992,371178,370757,370627,371045,371133,371137,371408,370960,371304,371078,371009,371339,370946,370683,370765,371315,370949,370854,370918,371060,371521,370951,370930,370866,371036,371158,371031,370899,370722,370786,370782,370417,371113,371433,371107,371108,370884,370866,371060,371017,371019,371042,370865,370930,371239,370864,371253,370997,371234,371051,371245,371080,371249,370916,370989,371059,371135,371083,370705,371223,371436,371141,371097,370983,370804,370937,371161,370878,371169,371083,371088,370851,371329,370879,370748,370562,371739,370849,371331,371084,371037,370940,370721,370872,371001,371230,370879,371058,371005,371350,371470,
9_TECH_TWOS_INTERNAL,10_07_10_58_59.csv,80,80,80,402385,402325,402258,402302,402367,402187,402409,402573,402157,402237,402159,402344,402329,402342,402282,402280,402289,402178,402263,402207,402294,402109,402182,402132,402313,402210,402203,402388,402267,402133,402337,402229,402224,402165,402257,402187,402199,402177,402183,402150,402278,402251,402158,402162,402227,402326,402284,402247,402283,402183,402355,402143,402180,402283,402346,402075,402098,402109,402298,402093,402174,402275,402176,402341,402206,402151,402309,402186,402224,402212,402237,402393,402179,402303,402217,402189,402242,402274,402263,402153,402292,402232,402071,402217,402218,402189,402350,402153,402117,402247,402126,402239,402251,402157,402193,402121,402193,402550,402090,402104,402277,402256,402092,402465,402085,402169,402188,402424,402169,402320,402279,402509,402389,402062,402181,402243,402413,402283,402334,402236,402238,402353,402148,402205,402304,402179,402324,402271,402278,402244,402236,402120,402278,402155,402059,402310,402317,402292,402168,402286,402307,402468,402254,402228,402194,402318,402224,402114,402156,402258,
